X,Y,OBJECTID,Estate_Name_en,Estate_Name_zh_Hant,District_Name_en,District_Name_zh_Hant,Region_Name_en,Region_Name_zh_Hant,Latitude,Longitude,Type_of_Estate_en,Type_of_Estate_zh_Hant,Year_of_Intake_en,Type_s__of_Block_s__en,Type_s__of_Block_s__zh_Hant,No__of_Blocks,Name_of_Block_s__en,Name_of_Block_s__zh_Hant,No__of_Rental_Flats_en,No__of_Rental_Flats_zh_Hant,Flat_Size__m2__en,Estate_Management_Advisory_Comm,Estate_Management_Advisory_Co_1,District_Tenancy_Management_Off,District_Tenancy_Management_O_1,Property_Management_en,Property_Management_zh_Hant,Carpark_Management_en,Carpark_Management_zh_Hant,Estate_Website,Further_Information_en,Further_Information_zh_Hant
114.12668,22.49797,53,Tai Ping Estate,太平邨,North,北區,New Territories East,新界東,22.49797,114.12668,Tenants Purchase Scheme,租者置其屋計劃,1989,Linear 1,相連長型第一款,4,Ping Chi House<br>Ping Ching House<br>Ping Hay House<br>Ping Yee House,"平治樓
平靜樓
平熙樓
平易樓",200 * ﻿As at 31.3.2019,200 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):46.1 - 73.7;
Saleable Areas (sqm):33.2 - 53.1",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (5)<br>No 107, G/F, Tin Yee House, Tin Ping Estate, Sheung Shui, N.T.<br>Telephone: 2677 2002<br>Fax: 2677 9009","大埔、北區及沙田區租約事務管理處(五)
新界上水天平邨天怡樓地下107號
電話：2677 2002
傳真：2677 9009",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.13229,22.50348,54,Tin Ping Estate,天平邨,North,北區,New Territories East,新界東,22.50348,114.13229,Tenants Purchase Scheme,租者置其屋計劃,1986,"New Slab, Trident 2, Trident 3, Trident 4",新長型、Y2型、Y3型、Y4型,7,Tin Cheung House<br>Tin Hor House<br>Tin Ming House<br>Tin Yee House<br>Tin Hee House<br>Tin Long House<br>Tin Mei House,"天祥樓
天賀樓
天明樓
天怡樓
天喜樓
天朗樓
天美樓",800 * ﻿As at 31.3.2019,800 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):24.9 - 86.5;
Saleable Areas (sqm):19.3 - 66.4",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (5)<br>No 107, G/F, Tin Yee House, Tin Ping Estate, Sheung Shui, N.T.<br>Telephone : 2677 2002<br>Fax : 2677 9009<br>","大埔、北區及沙田區租約事務管理處(五)
新界上水天平邨天怡樓地下107號
電話：2677 2002
傳真：2677 9009
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.14015,22.48455,55,Wah Ming Estate,華明邨,North,北區,New Territories East,新界東,22.48455,114.14015,Tenants Purchase Scheme,租者置其屋計劃,1990,"Trident 3, Trident 4",Y3型、Y4型,7,Chung Ming House<br>Fu Ming House<br>Hong Ming House<br>Lai Ming House<br>Shun Ming House<br>Tim Ming House<br>Yiu Ming House,"頌明樓
富明樓
康明樓
禮明樓
信明樓
添明樓
耀明樓",1 200 * ﻿As at 31.3.2019,1 200 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):17.7 - 68.4;
Saleable Areas (sqm):13.7 - 52.6",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (6)<br>No. 8, G/F, Tin Long House, Tin Ping Estate, Sheung Shui, N.T.<br>Telephone : 3698 0061<br>Fax : 3698 0060<br>","大埔、北區及沙田區租約事務管理處(六)
上水天平邨天朗樓地下8號
電話：3698 0061
傳真：3698 0060
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.14325,22.48584,56,Wah Sum Estate,華心邨,North,北區,New Territories East,新界東,22.48584,114.14325,Public Rental Housing,租住屋邨,1995,Harmony 1,和諧一型,2,Wah Koon House<br>Wah Min House,"華冠樓
華勉樓",1 500 ﻿As at 31.3.2019,1 500 截至2019年3月31日的情況,16.9 - 49.1,Formed,已成立,"Tai Po, North & Shatin District Tenancy Management Office (6)<br>No. 8, G/F, Tin Long House, Tin Ping Estate, Sheung Shui, N.T.<br>Telephone : 3698 0061<br>Fax : 3698 0060<br>","大埔、北區及沙田區租約事務管理處(六)
上水天平邨天朗樓地下8號
電話：3698 0061
傳真：3698 0060
","Good Excel Property Consultants Ltd.<br>G/F, Wah Min House, Wah Sum Estate, Fanling<br>Telephone: 2677 1772<br>Fax: 2676 7622<br>","卓安物業顧問有限公司
粉嶺華心邨樓華勉樓地下
電話：2677 1772
傳真：2676 7622
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.137750000000111,22.48264,57,Yung Shing Court,雍盛苑,North,北區,New Territories East,新界東,22.48264,114.13775,Public Rental Housing / Buy or Rent Option,租住屋邨 / 可租可買計劃,2000,"Harmony 1, Non-standard",和諧式一型、非標準型,3,Yung Sui House<br>Yung Wa House<br>Ancillary Facilities Block,"雍萃閣
雍華閣
服務設施大樓",1 700 ﻿As at 31.3.2019,1 700 截至2019年3月31日的情況,16.4 - 52.1,Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (6)<br>No. 8, G/F, Tin Long House, Tin Ping Estate, Sheung Shui, N.T.<br>Telephone : 3698 0061<br>Fax : 3698 0060<br>","大埔、北區及沙田區租約事務管理處(六)
上水天平邨天朗樓地下8號
電話：3698 0061
傳真：3698 0060
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only.
- Yung Wui House has been sold under Buy or Rent Option Phase 1.","* 只包括租住的公屋單位、住戶及認可人口數目
- 雍薈閣已於可租可買計劃第一期出售"
114.20701,22.22169,58,Ma Hang Estate,馬坑邨,Southern,南區,Hong Kong Island,香港島,22.22169,114.20701,Public Rental Housing,租住屋邨,1993,Harmony Rural,和諧鄉村式型,5,Chun Ma House<br>Kin Ma House<br>Koon Ma House<br>Leung Ma House<br>Ying Ma House,"駿馬樓
健馬樓
觀馬樓
良馬樓
迎馬樓",900 ﻿As at 31.3.2019,900 截至2019年3月31日的情況,17.0 - 52.5,Formed,已成立,"Hong Kong District Tenancy Management office <br>Wah Fu (II) Sub-office<br>G/F, No. 21-34, Wah Hing House, <br>Wah Fu (II) Estate, Pokfulam, <br>Hong Kong <br>Tel : 2551 0660<br>Fax : 2875 5153<br>","港島區租約事務管理處 華富(二)分處
香港薄扶林華富(二)邨
華興樓地下21-34號 
電話 : 2551 0660
傳真 : 2875 5153
","Creative Property Services Consultants Ltd. <br>G/F, Ying Ma House, Ma Hang Estate, Stanley<br>Telephone: 2813 7963<br>Fax: 2813 4625<br>Web Site: www.creativepsc.com.hk","創毅物業服務顧問有限公司
赤柱馬坑邨迎馬樓地下
電話：2813 7963
傳真：2813 4625
網站：mh@creativepsc.dyndms.org",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.15726,22.24933,59,Shek Pai Wan Estate,石排灣邨,Southern,南區,Hong Kong Island,香港島,22.24933,114.15726,Public Rental Housing,租住屋邨,2006,"New Harmony I, Small Household Block, New Flexiblock",新和諧一型，小型家庭大廈，靈活性大廈,8,Pik Long House<br>Pik Yuet House<br>Pik Ngan House<br>Pik Fai House<br>Pik Yuen House<br>Pik Shan House<br>Pik Wai House<br>Pik Luk House,"碧朗樓
碧月樓
碧銀樓
碧輝樓
碧園樓
碧山樓
碧蔚樓
碧綠樓",5 300 ﻿As at 31.3.2019,5 300 截至2019年3月31日的情況,17.8 - 53.7,Formed,已成立,"Shek Pai Wan Estate Office<br>G01, G/F, Pik Long House, Shek Pai Wan Estate, Hong Kong<br>Telephone: 2294 9008 <br>Fax: 2294 9000","石排灣邨辦事處
香港石排灣邨碧朗樓地下G01
電話：2294 9008
傳真：2294 9000","Shek Pai Wan Estate Office<br>G01, G/F, Pik Long House, Shek Pai Wan Estate, Hong Kong<br>Telephone: 2294 9008 <br>Fax: 2294 9000","石排灣邨辦事處
香港石排灣邨碧朗樓地下G01
電話：2294 9008
傳真：2294 9000","Synergis Management Services Limited<br>8th Floor, KT336, 334-336 Kwun Tong Road, Kwun Tong, Kowloon, Hong Kong <br>Telephone: 3610 2340<br>Fax: 2751 8784<br>E-mail: info@synergis.com.hk<br>","昇捷管理服務有限公司
香港九龍觀塘觀塘道334-336號KT336八樓
電話：3610 2340
傳真：2751 8784
電郵：info@synergis.com.hk
",-,-,-
114.13744,22.25017,60,Wah Fu (1) Estate,華富一邨,Southern,南區,Hong Kong Island,香港島,22.25017,114.13744,Public Rental Housing,租住屋邨,1967,Old Slab,舊長型,12,Wah Ching House<br>Wah Chun House<br>Wah Hong House<br>Wah Kee House<br>Wah Kin House<br>Wah Kwong House<br>Wah Lok House<br>Wah Mei House<br>Wah Ming House<br>Wah On House<br>Wah Shun House<br>Wah Yu House,"華清樓
華珍樓
華康樓
華基樓
華建樓
華光樓
華樂樓
華美樓
華明樓
華安樓
華信樓
華裕樓",4 800 ﻿As at 31.3.2019,4 800 截至2019年3月31日的情況,28.3 - 36.5,Formed,已成立,"Wah Fu (1) Estate Office<br>G/F, Wah Chun House, Wah Fu (1) Estate, Pokfulam, Hong Kong.<br>Telephone: 2551 2011 <br>(24-Hr Telephone: 2875 9286)<br>Fax: 2875 1740","華富一邨辦事處
香港薄扶林華富一邨華珍樓地下
電話：2551 2011 
(24小時電話：2875 9286)
傳真：2875 1740","Wah Fu (1) Estate Office<br>G/F, Wah Chun House, Wah Fu (1) Estate, Pokfulam, Hong Kong.<br>Telephone: 2551 2011 <br>(24-Hr Telephone: 2875 9286)<br>Fax: 2875 1740","華富一邨辦事處
香港薄扶林華富一邨華珍樓地下
電話：2551 2011 
(24小時電話：2875 9286)
傳真：2875 1740","Synergis Management Services Limited <br>8/F, KT336, 334-336 Kwun Tong Road, Kwun Tong, <br>Kowloon, Hong Kong<br>Telephone: (852) 3610 2340<br>Fax: (852) 2751 8784<br>E-mail: info@synergis.com.hk<br>","昇捷管理服務有限公司
香港九龍觀塘觀塘道334-336號KT336八樓
電話: (852) 3610 2340
傳真: (852) 2751 8784
電郵: info@synergis.com.hk
",-,-,-
114.13718,22.25139,61,Wah Fu (II) Estate,華富二邨,Southern,南區,Hong Kong Island,香港島,22.25139,114.13718,Public Rental Housing,租住屋邨,1970,Twin Tower,雙塔式,6,Wah Cheong House<br>Wah Chui House<br>Wah Hing House<br>Wah King House<br>Wah Sang House<br>Wah Tai House,"華昌樓
華翠樓
華興樓
華景樓
華生樓
華泰樓",4 300 ﻿As at 31.3.2019,4 300 截至2019年3月31日的情況,33.1 - 39.9,Formed,已成立,"Wah Fu (II) Estate Office <br>G/F, No. 21-34, Wah Hing House, <br>Wah Fu (II) Estate, Pokfulam, Hong Kong <br>Tel : 2551 0660 <br>(24-Hr Telephone : <br>2551 7199)<br>Fax : 2875 5153 <br>","華富二邨辦事處
香港薄扶林華富二邨
華興樓地下21-34號 
電話 : 2551 0660
(24 小時電話 : 2551 7199)
傳真 : 2875 5153
","Wah Fu (II) Estate Office <br>G/F, No. 21-34, Wah Hing House, <br>Wah Fu (II) Estate, Pokfulam, Hong Kong <br>Tel : 2551 0660 <br>(24-Hr Telephone : <br>2551 7199)<br>Fax : 2875 5153 <br>","華富二邨辦事處
香港薄扶林華富二邨
華興樓地下21-34號 
電話 : 2551 0660
(24 小時電話 : 2551 7199)
傳真 : 2875 5153
","Synergis Management Services Limited <br>8/F., KT336, 334-336 Kwun Tong Road <br>Kwun Tong, Kowloon<br>Telephone: 3610 2340 <br>Fax: 2751 8784 <br>E-mail: hacp@synergis.com.hk<br>","昇捷管理服務有限公司
九龍觀塘觀塘道334-336號KT336八樓
電話: 3610 2340
傳真: 2751 8784 
電郵: hacp@synergis.com.hk
",-,-,-
114.14024,22.25011,62,Wah Kwai Estate,華貴邨,Southern,南區,Hong Kong Island,香港島,22.25011,114.14024,Tenants Purchase Scheme,租者置其屋計劃,1990,"Small Household Block, Trident 4",小型家庭大廈、Y4型,6,Wah Hau House<br>Wah Lim House<br>Wah Lai House<br>Wah Oi House<br>Wah Sin House<br>Wah Yin House,"華孝樓
華廉樓
華禮樓
華愛樓
華善樓
華賢樓",1 000 * ﻿As at 31.3.2019,1 000 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):24.9 - 71.8;
Saleable Areas (sqm):19.3 - 55.6",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Hong Kong District Tenancy Management office <br>Wah Fu (II) Sub-office<br>G/F, No. 21-34, Wah Hing House, <br>Wah Fu (II) Estate, Pokfulam, Hong Kong <br>Tel : 2551 0660<br>Fax : 2875 5153<br>","港島區租約事務管理處 華富(二)分處
香港薄扶林華富(二)邨
華興樓地下21-34號 
電話 : 2551 0660
傳真 : 2875 5153
","Appointed by Owners' Corporation (except Wah Oi House)<br><br>Creative Property Services Consultants Ltd. (for Wah Oi House only)<br>No.3, G/F, Wah Lai House, Wah Kwai Estate, Hong Kong<br>Telephone : 2409 7373<br>Fax: 2551 1311","由業主立案法團委任 (除華愛樓外)

創毅物業服務顧問有限公司 (只限華愛樓) 
香港仔華貴邨華禮樓3號地鋪
電話：2409 7373
傳真：2551 1311 
",Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.17884,22.31313,63,Oi Man Estate,愛民邨,Kowloon City,九龍城,Kowloon West,九龍西,22.31313,114.17884,Public Rental Housing,租住屋邨,1974,"Old Slab, Twin Tower",舊長型、雙塔式,12,Tak Man House<br>Chiu Man House<br>Shun Man House<br>Kin Man House<br>Kar Man House<br>Lai Man House<br>Hong Man House<br>Po Man House<br>Sun Man House<br>Tun Man House<br>Chung Man House<br>Wai Man House,"德民樓
昭民樓
信民樓
建民樓
嘉民樓
禮民樓
康民樓
保民樓
新民樓
敦民樓
頌民樓
衛民樓",6 300 ﻿As at 31.3.2019,6 300 截至2019年3月31日的情況,33.2 - 54.9,Formed,已成立,"Oi Man Estate Office<br>Unit 407-415, 4/F, Kar Man House, <br>Oi Man Estate, Ho Man Tin<br>Telephone: 2713 0121 <br>(24-Hr Telephone: 2762 2436)<br>Fax: 2768 7653","愛民邨辦事處
何文田愛民邨嘉民樓4樓407-415室
電話：2713 0121
(24小時電話：2762 2436)
傳真：2768 7653","Oi Man Estate Office<br>Unit 407-415, 4/F, Kar Man House, <br>Oi Man Estate, Ho Man Tin<br>Telephone: 2713 0121 <br>(24-Hr Telephone: 2762 2436)<br>Fax: 2768 7653","愛民邨辦事處
何文田愛民邨嘉民樓4樓407-415室
電話：2713 0121
(24小時電話：2762 2436)
傳真：2768 7653",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.24197,22.26364,65,Chai Wan Estate,柴灣邨,Eastern,東區,Hong Kong Island,香港島,22.26364,114.24197,Public Rental Housing,租住屋邨,2010,Non-standard Design,非標準型,2,Wan Poon House<br>Wan Ying House,"灣畔樓
灣映樓",1 600 ﻿As at 31.3.2019,1 600 截至2019年3月31日的情況,18.03 - 40.57,Formed,已成立,"Hong Kong District Tenancy Management Office  <br>Yue Wan Sub Office<br>No. 9-20, G/F., Yue Tai House, Yue Wan Estate, Hong Kong. <br>Tel : 2897 7479<br>Fax : 2515 1985<br>","港島區租約事務管理處 漁灣分處
香港漁灣邨漁泰樓地下9至20號
電話 : 2897 7479
傳真 : 2515 1985
","Sunbase International Properties Management Ltd.<br>G/F, Wan Poon House,<br>Chai Wan Estate, <br>300 San Ha Street, <br>Chai Wan, Hong Kong<br>Telephone : 2234 7931<br>Fax : 2673 6353","新恒基國際物業管理有限公司
柴灣邨灣畔樓地下
電話 : 2234 7931
傳真 : 2673 6353","Sunbase International Properties Management Ltd.<br>G/F, Wan Poon House,<br>Chai Wan Estate, <br>300 San Ha Street,<br>Chai Wan, Hong Kong<br>Telephone : 2234 7931<br>Fax : 2673 6353","新恒基國際物業管理有限公司
柴灣邨灣畔樓地下
電話 : 2234 7931
傳真 : 2673 6353",-,-,-
114.23152,22.2611,66,Fung Wah Estate,峰華邨,Eastern,東區,Hong Kong Island,香港島,22.2611,114.23152,Tenants Purchase Scheme,租者置其屋計劃,1991,Trident 4,Y4型,2,Hiu Fung House<br>Sau Fung House,"曉峰樓
秀峰樓",300 * ﻿As at 31.3.2019,300 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):45.8 - 87.9;
Saleable Areas (sqm):34.7 - 66.6",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Hing Wah (II) Estate Office <br>Room 701-710, <br>On Hing House, Hing Wah (II) Estate, <br>Chai Wan, Hong Kong. <br>Tel : 2557 0115 <br>Fax : 2515 1975<br>","興華(二)邨辦事處
香港柴灣興華(二)邨
安興樓701-710室 
電話 : 2557 0115
傳真 : 2515 1975
",Appointed by Owners' Corporation,由業主立案法團委任,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only.
","* 只包括租住的公屋單位、住戶及認可人口數目
"
114.23257,22.26646,67,Hing Man Estate,興民邨,Eastern,東區,Hong Kong Island,香港島,22.26646,114.23257,Public Rental Housing,租住屋邨,1982,Cruciform,十字型,3,Man Chak House<br>Man Fu House<br>Man Yat House,"民澤樓
民富樓
民逸樓",2 000 ﻿As at 31.3.2019,2 000 截至2019年3月31日的情況,24.7 - 51.4,Formed,已成立,"Hing Man Estate Office<br>Level 2, Community Building,<br>Hing Man Estate,<br>Chai Wan, Hong Kong <br>Tel : 2558 6311 <br>(24-Hr Telephone : 2904 3802)<br>Fax : 2505 2053<br>","興民邨辦事處
香港柴灣興民邨
社區大樓第二層 
電話 : 2558 6311
(24 小時電話 :2904 3802)
傳真 : 2505 2053
","Hing Man Estate Office<br>Level 2, Community Building,<br>Hing Man Estate, <br>Chai Wan, Hong Kong<br>Telephone: 2558 6311  <br>(24-Hr Telephone: 2904 3802)<br>Fax: 2505 2053","興民邨辦事處
香港柴灣興民邨
社區大樓第二層 
電話 : 2558 6311
(24 小時電話 :2904 3802)
傳真 : 2505 2053
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.1419,22.49219,68,Cheung Wah Estate,祥華邨,North,北區,New Territories East,新界東,22.49219,114.1419,Tenants Purchase Scheme,租者置其屋計劃,1984,"Double H, Old Slab, Trident 2",雙工字型、舊長型、Y2型,10,Cheung Lai House<br>Cheung Chi House<br>Cheung Fung House<br>Cheung Chung House<br>Cheung King House<br>Cheung Lok House<br>Cheung Shun House<br>Cheung Tak House<br>Cheung Wo House<br>Cheung Yue House,"祥禮樓
祥智樓
祥豐樓
祥頌樓
祥景樓
祥樂樓
祥順樓
祥德樓
祥和樓
祥裕樓",1 400 * ﻿As at 31.3.2019,1 400 * 截至2019年3月31日的情況,18.2 - 58.0,Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (6)<br>No. 8, G/F, <br>Tin Long House, <br>Tin Ping Estate, <br>Sheung Shui<br>Telephone : 3698 0061<br>Fax : 3698 0060<br>","大埔、北區及沙田區租約事務管理處(六)
上水天平邨天朗樓地下8號
電話 : 3698 0061
傳真 : 3698 0060

",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.16259,22.45201,69,Tai Wo Estate,太和邨,Tai Po,大埔,New Territories East,新界東,22.45201,114.16259,Tenants Purchase Scheme,租者置其屋計劃,1989,"New Slab, Trident 3",新長型、Y3型,9,Fook Wo House<br>Hang Wo House<br>Hei Wo House<br>Kui Wo House<br>Lai Wo House<br>Oi Wo House<br>On Wo House<br>Sun Wo House<br>Tsui Wo House,"福和樓
亨和樓
喜和樓
居和樓
麗和樓
愛和樓
安和樓
新和樓
翠和樓",1 500 * ﻿As at 31.3.2019,1 500 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):14.6 - 63.7;
Saleable Areas (sqm):11.2 - 49.3",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (7)<br>2/F, On Wo House, Tai Wo Estate, Tai Po<br>Telephone: 2657 2808<br>Fax: 2657 8660","大埔、北區及沙田區租約事務管理處(七)
大埔太和邨安和樓2樓
電話：2657 2808
傳真：2657 8660",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.253110000000106,22.30682,70,Choi Ming Court,彩明苑,Sai Kung,西貢,New Territories East,新界東,22.30682,114.25311,Public Rental Housing / Buy or Rent Option,租住屋邨 / 可租可買計劃,2001,"Harmony 1, Small Household Block",和諧一型、小單位大廈,4,Choi Fu House<br>Choi Kwai House<br>Choi Wing House<br>Choi Yiu House,"彩富閣    
彩貴閣
彩榮閣       
彩耀閣",2 800 ﻿As at 31.3.2019,2 800 截至2019年3月31日的情況,16.3 - 49.0,Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Kowloon West & Sai Kung District Tenancy Management Office(10)<br>G/F., Kin Hei House, Kin Ming Estate, Tseung Kwan O<br>Telephone :  2706 8201<br>Fax  :  2701 0570<br>","西九龍及西貢區租約事務管理處(十)
將軍澳健明邨健曦樓地下
電話  :  2706 8201
傳真  :  2701 0570
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.16876,22.44275,71,Wan Tau Tong Estate,運頭塘邨,Tai Po,大埔,New Territories East,新界東,22.44275,114.16876,Tenants Purchase Scheme,租者置其屋計劃,1991,Trident 3,Y3型,3,Wan Hang House<br>Wan Lam House<br>Wan Loi House,"運亨樓
運臨樓
運來樓",500 * ﻿As at 31.3.2019,500 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):18.0 - 64.5;
Saleable Areas (sqm):13.9 - 49.7",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (7)<br>2/F, On Wo House, Tai Wo Estate, Tai Po<br>Telephone: 2657 2808<br>Fax: 2657 8660","大埔、北區及沙田區租約事務管理處(七)
大埔太和邨安和樓2樓
電話：2657 2808
傳真：2657 8660",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.19293,22.34581,73,Chuk Yuen (North) Estate,竹園北邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.34581,114.19293,Tenants Purchase Scheme,租者置其屋計劃,1987,Trident 3,Y3型,8,Chung Yuen House<br>Cheung Yuen House<br>Mui Yuen House<br>Pak Yuen House<br>Toa Yuen House<br>Tung Yuen House<br>Wai Yuen House<br>Yung Yuen House,"松園樓
橡園樓
梅園樓
柏園樓
桃園樓
桐園樓
蕙園樓
榕園樓",1 000 * ﻿As at 31.3.2019,1 000 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):17.7 - 63.6;
Saleable Areas (sqm):13.7 - 49.3",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Chuk Yuen District Tenancy Management Office<br>Unit 101-108, Yung Yuen House, Chuk Yuen (N) Estate, Wong Tai Sin<br>Telephone: 2351 1818<br>Fax: 2351 9224","竹園區租約事務管理處
黃大仙竹園(北)邨榕園樓101-108室
電話：2351 1818
傳真：2351 9224",Appointed by Owners' Corporation,由業主立案法團委任,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.19064,22.34463,74,Chuk Yuen South Estate,竹園南邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.34463,114.19064,Public Rental Housing,租住屋邨,1984,"Double H, Old Slab, Twin Tower",雙工字型、舊長型、雙塔式,8,Chui Yuen House<br>Fu Yuen House<br>Kwai Yuen House<br>Lai Yuen House<br>Nga Yuen House<br>Sau Yuen House<br>Wah Yuen House<br>Wing Yuen House,"趣園樓
富園樓
貴園樓
麗園樓
雅園樓
秀園樓
華園樓
榮園樓",6 200 ﻿As at 31.3.2019,6 200 截至2019年3月31日的情況,11.5 - 64.0,Formed,已成立,"Chuk Yuen District Tenancy Management Office<br>Unit 101-108, Yung Yuen House, Chuk Yuen (N) Estate, Wong Tai Sin<br>Telephone: 2351 1818<br>Fax: 2351 9224","竹園區租約事務管理處
黃大仙竹園(北)邨榕園樓101-108室
電話：2351 1818
傳真：2351 9224","Easy Living Consultant Limited<br>G/F, Wah Yuen House, Chuk Yuen (South) Estate, Wong Tai Sin<br>Telephone: 2327 8818<br>Fax: 2327 8808","宜居顧問服務有限公司
黃大仙竹園(南)邨華園樓地下
電話：2327 8818
傳真：2327 8808",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.25094,22.30644,76,Kin Ming Estate,健明邨,Sai Kung,西貢,New Territories East,新界東,22.30644,114.25094,Public Rental Housing,租住屋邨,2003,New Harmony I,新和諧一型,10,Kin Ching House<br>Kin Fai House<br>Kin Hei House<br>Kin Wa House<br>Ming Chau House<br>Ming Sing House<br>Ming Wik House<br>Ming Yat House<br>Ming Yu House<br>Ming Yuet House,"健晴樓
健暉樓
健曦樓
健華樓
明宙樓
明星樓
明域樓
明日樓
明宇樓
明月樓",7 000 ﻿As at 31.3.2019,7 000 截至2019年3月31日的情況,17.4 - 49.1,Formed,已成立,"Kowloon West & Sai Kung District Tenancy Management Office(10)<br>G/F., Kin Hei House, Kin Ming Estate, Tseung <br>Kwan O<br>Telephone :  2706 8201<br>Fax  :  2701 0570<br>","西九龍及西貢區租約事務管理處 (十)
將軍澳健明邨健曦樓地下
電話  :  2706 8201
傳真  :  2701 0570
","Modern Living Property Management Limited<br>G/F, Kin Ching House, Kin Ming Estate<br>Telephone: 3427 3000<br>Fax: 3427 3001<br>","雅居物業管理有限公司
將軍澳健明邨健晴樓地下
電話: 3427 3000
傳真: 3427 3001
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
